video_id,title,num_click,uploaded_time,thumbnail
2WHM4vxS0D0,살다살다 서울에서 조개구이를 이렇게 퍼주는 집은 처음 봄! 가성비를 넘어 갓성비인 조개구이 맛집,47만회,2년 전,https://i.ytimg.com/vi/2WHM4vxS0D0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCYjQhiiwCksibH887_GG-qNbnYdw
kDSBhYxCJMA,"오픈하자마자 줄서서 먹는, 곰탕을 시키면 무려 수육을 서비스로 내어주는 집",26만회,2년 전,https://i.ytimg.com/vi/kDSBhYxCJMA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAeV2vOQ-0obXBi96i-_wmiXTuvNw
PliFTavpTuU,미친 서비스가 나오는 서울에서 손님이 제일 많은 30년 된 갈비집,90만회,2년 전,
E3xhmptcl-M,보쌈+굴무침+오징어볶음+감자탕=2만원 대로 조지는 오래된 보쌈 골목,38만회,2년 전,
k6kw6K8M6Cs,상다리 휘어짐! 아는 사람만 찾아가는 후미진 골목 안 간장게장 지존 맛집,38만회,2년 전,
vxQ6-8ZuXMU,"인당 12,000원에 상다리 부러지는 미친 코스가 나오는 30년 업력의 시장 횟집",44만회,2년 전,
cnFWBB8y-Ck,[특별편] 40년 업력의 제 마음속 1등 삼겹살집에 다녀왔습니다.,32만회,2년 전,
H6o1Ro1gXno,스타급 유명인이 몰래 슬쩍 와서 먹고 간다는 희한한 식품집,31만회,2년 전,
r8sx4inP96s,무려 30년 동안 범상치 않은 메뉴를 팔아 온 진짜배기 로컬 맛집 + ?????,42만회,2년 전,
Pvbt2iiU8NA,오지는 숙성회와 살발한 안주들이 쓰나미처럼 밀려나오는 역대급 인생 횟집,41만회,2년 전,
i_7WqJ8L3yQ,"칼국수를 시키면 닭한마리를 통째로 주는 집, 골목을 평정한 53년 된 전설적인 백숙백반집",23만회,2년 전,
niIzngWYiks,15년 전 가격을 그대로 유지하고 있는 노부부 사장님의 가성비 쩌는 물회 맛집,27만회,2년 전,
Atq79oLgPUU,20년째 동네에서 정평난 간판부터 심상치 않은 레전드 맛집,32만회,2년 전,
VnB6G3q7Ilw,40년 업력의 동네 어르신들끼리도 숨긴다는 숨은 한국식 횟집,96만회,2년 전,
8rcwh_wLuK0,진짜 한우를 믿을 수 없는 가격에 무한리필로 먹을 수 있는 집,112만회,2년 전,https://i.ytimg.com/vi/8rcwh_wLuK0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAumzLGF_7akX8tnNOIXfIp15OUxQ
wKFvAjOMmF8,[특별편] 전국 최고의 식도락 여행지 1위인 곳에 다녀왔습니다.,66만회,2년 전,https://i.ytimg.com/vi/wKFvAjOMmF8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBIp-eT8jHsxbEmoQknvHXFFOI0IA
Gcakv7G4PBM,미친 퀄리티의 참다랑어 참치 초밥을 믿기 어려운 가격에 파는 집,39만회,2년 전,https://i.ytimg.com/vi/Gcakv7G4PBM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBq-k2tB07AU8BOHf0uZVzqGLPzjQ
Hqz3AYxsEDk,"시골 감성의 별장에서 먹는 착한 가격의 삼겹살 맛집, 역대급 가성비의 근본 제대로 있는 백반집",21만회,2년 전,https://i.ytimg.com/vi/Hqz3AYxsEDk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDvC_yTvue3xsfhVRyriLzv4VRFbw
AR-tH4rEPYE,"기상천외한 곳에 위치한 식당, 앉아만 있어도 취할 것 같은 분위기 쩌는 야장 맛집",26만회,2년 전,https://i.ytimg.com/vi/AR-tH4rEPYE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCO9jdZerkVvUFHnGIhzDhFjDF3AQ
1IkPggRZUcA,"맛에 있어 소통과 타협 일절 안 하는 집, 서울와서 처음 접해본 음식이지만 제대로 매료된 집",42만회,2년 전,https://i.ytimg.com/vi/1IkPggRZUcA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCcCIAvrHuEq-8zRCcUcfrVa-YEkA
PfcjX2YhxjU,"검색해도 안 나오는 리얼 본토 중식당, 살발한 맛에 압도당한 진짜 숨은 맛집",48만회,2년 전,https://i.ytimg.com/vi/PfcjX2YhxjU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAA0CJ7-IFUX0-ts7aDa3fTpQK2aw
dUXCDpzw9zk,"현시점 서울에서 가장 인기 있는 고깃집, 한동안 문을 닫았다가 최근 재오픈한 40년 육박 서울 돼지고기 맛집 [용산 남영돈]",35만회,2년 전,https://i.ytimg.com/vi/dUXCDpzw9zk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC2Dh_zS0PXTi4o530vSIUT1g-b_g
A_jjsMkmqH8,"대한민국 최고 중식 셰프의 레스토랑 바로 옆자리에서 살아남은 집, 독보적인 메뉴 하나로 인기 상당한 식당, 그리고 김사원이 자주 가던 추억의 맛집 [연희동 라이라이/이품]",35만회,2년 전,https://i.ytimg.com/vi/A_jjsMkmqH8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD_VBfFYAQQStY2lh6qciRiFqCu6A
u3_Citt-O-Q,"택시기사님들이 수시로 들락거리는 34년 된 찐 맛집, 기사식당계의 여명 808, 아재들의 성지 서울 노포식당 맛집 [역삼 역삼동 북어집]",24만회,2년 전,https://i.ytimg.com/vi/u3_Citt-O-Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAfej4DaIR0g4JwnmeewTnABHdh9A
L3xofP8hPZE,"구성 옹골찬 모둠회가 1만원? 역대급 가성비 횟집, 어르신들의 성지인 서울 가성비 횟집 [천호 오징어참치]",41만회,2년 전,https://i.ytimg.com/vi/L3xofP8hPZE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDa9SD13qgYI1IQc4eHV0BcpC2Vfg
5dehd_9_X5I,"살면서 처음 보는 스타일의 술맛 살발한 중식 포차, 30년도 넘은 분위기 오지는 노포 맛집 [동대문 일번지]",35만회,2년 전,https://i.ytimg.com/vi/5dehd_9_X5I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA8ROFte2g2qWk2pDlA9URQ3-dLQQ
_48FvsixvIQ,"묵은지가 오지게 맛있는 솥뚜껑 삼겹살집, 가성비 최고 생삼겹살과 옛추억을 느낄 수 있는 서울 노포식당 가성비 맛집 [서촌 대하식당]",39만회,2년 전,https://i.ytimg.com/vi/_48FvsixvIQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCXzpoqKuOw4MbkRb2RGiT2tcBlbg
o37FGNaGSk0,"1.8만원과 3.5만원 두 종류의 초저가 오마카세집, 제대로 된 간판도 없지만 국내 유일로 미슐랭이 걸린 집 [연남동 야키토리묵]",37만회,2년 전,https://i.ytimg.com/vi/o37FGNaGSk0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAlvOnrc7_u3Sa0cXaGvfJq3-dY4A
IcMr3c68pYg,[QnA] 외식인생 10년차 김사원이 뽑은 올해의 맛집 TOP5를 소개합니다,47만회,2년 전,https://i.ytimg.com/vi/IcMr3c68pYg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAb3Ibi_tXdYfA7mn5O4Sn2KRGwug
yjWyuPWhF-Q,"소주,맥주 단돈 2500원, 안주들이 과연 슈퍼에서 나올 수 있는 메뉴인가 싶은 낮술하기 좋은 집, 서울의 흔치않은 가맥집, 서울 가성비 맛집 [왕십리 만물슈퍼]",25만회,2년 전,https://i.ytimg.com/vi/yjWyuPWhF-Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBtz709J97qsxRnk_-wt42rwvxZFw
2dIHFvWFz08,"100% 예약제로 운영하는 가성비 훌륭한 참치집, 참다랑어가 80% 이상 나오는 단일 메뉴 업장, 서울 가성비 참치 맛집 [건대 강경수참치]",36만회,2년 전,https://i.ytimg.com/vi/2dIHFvWFz08/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBuB-4ievNOfUWlxzRffBD5Fjc6dw
BScrEW35VoA,"백종원의 16년째 단골이라는 숨겨진 맛집, 아재 사운드 자동으로 나오는 개쩌는 국물 맛집, 서울 노포식당 맛집 [건대 남한강 민물매운탕]",36만회,2년 전,https://i.ytimg.com/vi/BScrEW35VoA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCUbvqH8pX_LJJmLypCE9c7eksfxw
_p9eOEKzltU,"산속에 숨어있는 운치 오져버린 식당, 수십년간 숨어있다 이제서야 난리난 화제의 맛집, 착한 가격의 힐링쩌는 서울 노포식당 가성비 맛집 [북한산 인수재 / 청화가든]",46만회,2년 전,https://i.ytimg.com/vi/_p9eOEKzltU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBKghASqkeyftu7xojPy81drUVs_Q
lz91mB8kxB4,"석화찜을 저렴한 가격에 푸짐하게 먹을 수 있는 집, 가성비 좋은 한우 육회까지 술맛 살발한 주당들의 성지, 서울 노포식당 가성비 맛집 [청량리 고흥아줌매]",41만회,3년 전,https://i.ytimg.com/vi/lz91mB8kxB4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDbYVbTIdcs4VDA2MPYi0x4o9z7bg
rrAwrXuKZ3A,"44년 업력의 여운 오지게 남는 인생 감자국집, 독특한 스타일의 중독성 강한 작고 소박한 식당, 서울 노포식당 감자탕 맛집 [수유 마포감자국]",25만회,3년 전,
V5xcmnrtA9A,"전국에서 대방어가 가장 많이 팔리는 집, 두툼한 숙성 방어회를 파는 줄 서서 먹는 식당, 서울 대방어 맛집 [연남동 바다회사랑]",49만회,3년 전,
mpHvz3xFZng,"현시점 서울에서 가장 핫한 고깃집 옆 자그마한 식당, 고가도로 아래에 위치한 인생 항정살집, 야장 감성 오지는 서울 돼지고기 맛집 [삼각지 고가길 9공탄]",45만회,3년 전,
9q-wE5IMoYc,"간판부터 살발한 30년 전통의 변함없는 진짜배기 찐 맛집, 손님 대부분이 동네 어르신들인 오래된 식당, 서울 노포식당 가성비 맛집 [성내동 원조 성내볼데기집]",27만회,3년 전,
xgtxcRThqTg,"서울에서 보기 드문 노부부 사장님의 20년 넘은 자그마한 조개구이 전문점, 시장 골목에 가성비 착한 오래된 식당, 서울 노포식당 맛집 [신대방삼거리역 맥반석 조개구이]",33만회,3년 전,
FF6tgwuzp9s,"삼겹살, 목살보다 맛있다는 이 집 주먹고기, 23년째 영업 중인 알려지지 않은 동네 찐맛집, 동네 사람들도 숨긴다는 서울 노포식당 맛집 [구의역 울돌목 주먹고기]",35만회,3년 전,
0_ADcgRy0eY,"인당 19,000원에 오지게 실한 숙성회를 먹을 수 있는 집, 술안주 쉴 새 없이 옹골차게 나오는 서울 가성비 횟집 [암사 태양수산]",85만회,3년 전,
Bj9NjD1-G2E,"50년 전통의 노포 간짜장 맛집, 블루리본 8관왕을 받은 동네 중국집, 서울 노포식당 맛집 [외대 영화장]",41만회,3년 전,
lkVH1aNyHJ8,"중국집으로 개업했다가 곱창집으로 업종 바꾼 40년 전통의 가성비 쩌는 착한 곱창집, 2대째 이어오는 서울 노포식당 가성비 맛집 [봉천 신풍루곱창구이]",41만회,3년 전,https://i.ytimg.com/vi/lkVH1aNyHJ8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4ui6vI_BstbgjtNoFou9G5116oQ
b2MxuIUkIrM,"20대부터 70대까지 줄 서서 먹는 핫한 식당, 서울에서 가장 유명한 노포 중 하나인 곳, 간판만 봐도 취하는 서울 노포식당 가성비 맛집 [충무로 영덕회식당/필동분식]",114만회,3년 전,https://i.ytimg.com/vi/b2MxuIUkIrM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDuP4L9VF2f_APV03nWrwBGxcPutQ
jaa_p1XvV_A,"43년 업력의 오랜 내공을 자랑하는 70대 노부부의 골목 안 숨은 식당, 메뉴판조차 없는 푸근하고 인심 좋은 집, 서울 노포식당 가성비 맛집 [종로 서울식당]",92만회,3년 전,https://i.ytimg.com/vi/jaa_p1XvV_A/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCo-PJp8VvOfKkBbWiz30jyCpkWHw
8R52LzPN6MA,"서울에서 현존하는 가장 오래된 참치 전문점, 30년에 육박하는 운치 끝내주는 식당, 서울 노포식당 맛집 [영등포시장 중앙참치전문]",156만회,3년 전,https://i.ytimg.com/vi/8R52LzPN6MA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAp8tkxaRy_S3RI2vd2317Oww5ShQ
HpuyjPK15t8,"강남 한복판에 40년 넘은 노포 고깃집, 오직 단일 메뉴 하나로 건물 채로 확장한 집, 서울 노포식당 가성비 맛집 [역삼 풍년집]",33만회,3년 전,https://i.ytimg.com/vi/HpuyjPK15t8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAQlhLSc0MIBbW2GUXhZblzRRG-pQ
nhn3xRFh7HQ,"여수 직송 해산물을 저렴하게 먹을 수 있는 집, 충격적인 반전이 있는 서울 노포식당 가성비 맛집 [신촌 여수집]",33만회,3년 전,https://i.ytimg.com/vi/nhn3xRFh7HQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDYS625djiuqWyCEMVcn_wKFAYJTw
ok2DPxteoO0,"예약 없이는 못 먹는 35년 넘은 동네 고깃집, 비싼데도 사람이 꽉 차는 집, 서울 노포식당 고기 맛집 [송파 부일갈매기]",35만회,3년 전,https://i.ytimg.com/vi/ok2DPxteoO0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAFovaYDJ80-V-0rto3C0tdD4Y64w
VFhniMH5ENw,"밤늦게 문을 여는 특별한 심야식당, 주인장 마음대로 술안주를 내어주는 가성비 쩌는 술집 [독바위 소야일식]",80만회,3년 전,https://i.ytimg.com/vi/VFhniMH5ENw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBK1yyA2SWeT41WHAhQ-5wlSgRHNA
EOsZBk8gDWs,"철공소 골목에서 30년 넘게 할슐랭가이드에 오른 집, 식객 허영만 선생님이 반한 보양음식점, 서울 노포식당 가성비 맛집 [문래 골목집]",59만회,3년 전,https://i.ytimg.com/vi/EOsZBk8gDWs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAk6b93-AD_1aKNTboU3WHtAwX-ig
wNGs5nnIjuM,"1+,1++ 한우 차돌박이 가성비 쩌는 집, 믿을 수 없는 가격의 소곱창전골, 가격이 올라도 여전히 저렴한 곳, 서울 가성비 맛집 [외대 이문동그집]",36만회,3년 전,https://i.ytimg.com/vi/wNGs5nnIjuM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD3DZ09bfuZZ-ooZskPODbwQszRQQ
ovnE7_wWm6o,"간판도 없고 네이버 지도에도 안 나오는 찐 맛집, 세월의 흔적이 느껴지는 주당들의 성지, 서울 노포식당 가성비 맛집 [노량진 흑산도 소라]",34만회,3년 전,https://i.ytimg.com/vi/ovnE7_wWm6o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCV_oe062k4Za81k2hpyzpyGAyE-g
2tZQNbPwh2Y,"숨 막히는 밑반찬과 안주 퍼레이드가 있는 집, 역대급 술맛 나는 분위기의 한식 오마카세, 서울 가성비 맛집 [창동 즐거운술상]",46만회,3년 전,https://i.ytimg.com/vi/2tZQNbPwh2Y/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLArX6NHHZxpr2AeVPyDAqf0Zu71gg
Hgf1k1mp6zo,"숙성회를 숨도 못 쉴 정도로 먹고 온 집, 두께감 최소 베개급, 정말 어렵게 찾은 숙성회 전문점, 서울 가성비 횟집 [개포동 연스시]",62만회,3년 전,https://i.ytimg.com/vi/Hgf1k1mp6zo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCqVhWzj73zB_w-QirqR-_30JSG6A
I8Iw4-i_knc,"서울에서 '이 메뉴'로 가장 유명한 집, 사실상 전설의 메뉴, 보기만 해도 침샘 터지는 미친 비쥬얼, 서울 노포식당 맛집 [회현역 연길반점]",38만회,3년 전,https://i.ytimg.com/vi/I8Iw4-i_knc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDFGkNcTaZqi3eZxSiZwRLu8wysTw
a1skx_GYrn4,"가성비 쩌는 아재감성 술집, 혜자누님이 와도 인정할 수 밖에 없는 집, 서울 노포식당 가성비 맛집 [왕십리 꼬랑치킨]",33만회,3년 전,https://i.ytimg.com/vi/a1skx_GYrn4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAmdHfydFOKXF21npaADdq2zAwTLg
gzWx5_ErfsM,"'이것'을 먹기 위해 한 달을 기다린 집, 매년 한 달간 문 닫는 집, 아재 입맛 완벽 저격, 서울 노포식당 맛집 [사당 청송산오징어]",29만회,3년 전,https://i.ytimg.com/vi/gzWx5_ErfsM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAX9NNZiHNkVThTn_Jp76x0pc_uvA
jAp5HCv-c3g,"낡고 허름하고 찾기조차 힘든 포장마차지만 손맛 장인이 있는 곳, 술이 술술 들어가는 거를 타선 없는 안주 맛집, 서울 노포식당 가성비 맛집 [연세대 만냥하우스]",23만회,3년 전,https://i.ytimg.com/vi/jAp5HCv-c3g/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAZXXKQK6kBIQXKzx2bI8EDyqoR1Q
3a4eZcYskQQ,"현시점 서울에서 가장 핫한 텐동집, 웨이팅 최소 한 시간, 가성비와 퀄리티 다잡은 서울 텐동 맛집 [용산 이치젠/망원 이치젠]",62만회,3년 전,https://i.ytimg.com/vi/3a4eZcYskQQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBPmTcOVbPoiT03R-8XCdR47JJdIQ
BwLH01NAycA,"믿고 먹는 할저씨들의 아지트, 철공소 골목 안 숨은 식당, 야장 분위기 서울 노포식당 맛집 [을지로 대원식당]",26만회,3년 전,https://i.ytimg.com/vi/BwLH01NAycA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDvJM6P8mxjDn2nAsGjNq443tFbxg
XWK7Fb4bYFc,"마약의 현장! 1일1깡급 중독성 맛집, 강렬한 불맛 뼈 숯불구이, 이 지역 몇 안 되는 노포식당 [역삼 신동궁 감자탕]",20만회,3년 전,https://i.ytimg.com/vi/XWK7Fb4bYFc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAAHPK7i4iyF79L-rIpoE2-GKMwXA
rcLcM2-myO8,"살다살다 이런 슈퍼마켓 처음 봄! 남는 게 있을까 싶은 저렴한 가맥집, 서울 노포식당 가성비 맛집 [문래 지연슈퍼]",49만회,3년 전,
c1WY30o38DU,"단언컨대 서울 최저가 스시 오마카세, 과연 퀄리티는? [고려대 우정초밥]",47만회,3년 전,
9vNwSkZUIjE,"TV출연 일절 거부, 45년 동안 보쌈만 팔아온 노포 맛집 [공덕 영광보쌈]",47만회,3년 전,
yaNhLh4YT-c,떡볶이 찐 매니아가 소개하는 서울 떡볶이 성지 BEST 5 [증산 맛있는집 / 종로 맛나분식 / 잠원역 잠원떡볶이 / 명지대 순이네 고릴라 떡볶이 / 신사시장 쌍둥이네 떡볶이],83만회,3년 전,
WN0Rs17xooM,"삼겹낙지찜을 파는 저세상 맛집, 살아남기 힘든 동네에서 홀로 26년째 장사하는 집 [신촌 아저씨네낙지찜]",9.7만회,3년 전,https://i.ytimg.com/vi/WN0Rs17xooM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBaBye4k7ss8fzSDGc_j_22li0g9g
-q6teqfsu4A,"찾아낸 게 레전드, 시장 상인들만 아는 맛집 [남대문시장 맛있는삼겹살]",38만회,3년 전,https://i.ytimg.com/vi/-q6teqfsu4A/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAj8ZmXScS7DwvJBasa5ZZmkdRhRQ
gLCJ1-j6pJE,"환상의 부추삼겹더덕 삼합, 술안주 어벤져스가 모인 집, 이영자 맛집밀집지역 [이촌동 골목집]",12만회,3년 전,https://i.ytimg.com/vi/gLCJ1-j6pJE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCX7jBxBd_Oqfy9Q9qARqopggDkIA
P12BxQ0unuM,줄 서서 먹는 횟집인데 정작 회는 안 파는 집 [종로 은성회집],16만회,3년 전,https://i.ytimg.com/vi/P12BxQ0unuM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCytGlzbxsPUquJMxyL7fc64fo7ig
dBJ1Olkc1Zw,"치돈 매니아들의 성지, 마지막 남은 '연돈' 대항마, 서울 치즈 돈까스 맛집 [광화문 후니도니]",9.8만회,3년 전,https://i.ytimg.com/vi/dBJ1Olkc1Zw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAY9eeZ3g_c1a16LpvoR4eym6UQSw
rDuQT2O_FBg,"예약하려면 한 달이 걸리는 허름한 가맥집, 식객 허영만 선생님도 인정한 서울 노포식당 가성비 맛집 [을지로 나드리식품]",134만회,3년 전,https://i.ytimg.com/vi/rDuQT2O_FBg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB4i6SzEUJYaSXzbPXQKxjtrOvruw
1kmZjUorPpE,"'돼지김치구이' 단 한 가지 메뉴만 파는 집, 소주 한 잔 하기 좋은 서울 맛집 [정통집]",24만회,3년 전,https://i.ytimg.com/vi/1kmZjUorPpE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAZyZZ5L_dDGgFo7OwYD2dnqVkgXw
-BBY9hij2UI,"차돌박이로 육회를 싸먹는 집, 서울 극강의 가성비 맛집 [종로 백제정육점]",32만회,3년 전,https://i.ytimg.com/vi/-BBY9hij2UI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCSnE33JtCspsypNRC2HBOkvSS9hQ
Ug8H3CB28YA,"서울에서 유일하게 OO로 튀기는 돈까스집, 가성비는 기본 장착, 서울 돈까스 맛집 [약수역 사가루가스]",13만회,3년 전,https://i.ytimg.com/vi/Ug8H3CB28YA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBR-DRmI3VXbuDuxL24faImhhOOww
lydQ4-edwjQ,"서울에서 가장 핫하고 유명해진 포장마차, 노포감성 사냥꾼들의 종착지, 서울 포장마차맛집 [이촌동 한길포장마차]",34만회,3년 전,https://i.ytimg.com/vi/lydQ4-edwjQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA5JXlfiW4jUGkp8PN5uiVSdQY_Vw
N5_tWfhEfqI,"2020년에도 이 집 냉동삽겹살을 먹을 수 있는 건 리그 오브 레전드, 서울 냉삼맛집 [종로 한도삼겹살]",16만회,3년 전,https://i.ytimg.com/vi/N5_tWfhEfqI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAtk0ZvQze-CutFqR0Ji7SSq9GaRg
7B0axg1GfgQ,"두 발로 걸어 나오면 기적, 종로3가의 전설적인 곱창전골 맛집 [종로 이경문순대곱창]",27만회,3년 전,https://i.ytimg.com/vi/7B0axg1GfgQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBzH9YPDHfCA9b649wloLhcXKv4aA
1QYQI3ulvuU,"'방어'력 오지는 방어계의 반다이크, 서울 대방어 맛집 [망원 우리바다수산]",12만회,3년 전,https://i.ytimg.com/vi/1QYQI3ulvuU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBMslxiYuUSH3x6oKzWmDUSI9W4Zg
MeNJx-a1s1Q,"추천 역대 전적 불패, 돼지고기계의 메이웨더, 서울 오겹살 지존 맛집 [상수 서울돼지구이]",22만회,3년 전,https://i.ytimg.com/vi/MeNJx-a1s1Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDlQt43m8xFtNXrDfuu8L30us4tNA
